window-other beside cat beside cat at cat,wall-wood beside cat
person sitting on couch chair,person sitting on couch
person holding umbrella beside chair,truck beside boat
person looking at person at,person beside person
person in chair beside,person in train
car parked on pavement on road beside road,grass-merged standing on pavement-merged
person holding cup of,person holding teddy bear
person standing on pavement on road,person standing on pavement-merged
elephant beside elephant beside,elephant in front of elephant
person walking on pavement pavement pavement pavement pavement pavement pavementgedgedgedgedged,person walking on floor-other-merged
person touching dog dog,person riding bicycle
cake on cardboard cardboard cardboard cardboard cardboard cardboard cardboard cardboard cardboard cardboard cardboard cardboard cardboard,orange on cake
bus driving on road on road,bus driving on road
person walking on road beside road beside road beside road,sky-other-merged over pavement-merged
person walking on pavement on pavement beside pavement beside pavementgedgedgedgedged,car parked on pavement-merged
person sitting on sand on sand,dog on blanket
wall-stone wall in front of front of building wall-stone wall-,wall-brick enclosing building-other-merged
person standing on pavement pavement pavement pavement pavement pavementgedgedgedged,person standing on pavement-merged
person looking at train platform,person pulling truck
giraffe standing in front of tree tree tree tree tree tree tree,giraffe looking at tree-merged
person sitting on chair on chair,person sitting on chair
person standing on skateboardboardboardboardboardboardboardboardboardboardboard,person playing skateboard
grass enclosing plant enclosing pavement beside pavement pavement pavement pavement pavementgedged,grass-merged attached to pavement-merged
person on horse,person on back of horse
table-table in front of front of front of person person person person,dining table beside person
traffic light hanging over from road on road,traffic light over road
sky-other-other-sky-surfboardboardboardboardboard,sky-other-merged on surfboard
person walking on pavement on road pavement pavement pavement,person walking on road
dog lying on grass on-merged-gedgedgedgedgedged,cat walking on grass-merged
sky-other----mer-ged-ged-mer-,sky-other-merged over grass-merged
person standing on grass beside grass-merged-gedgedgedgedged,person standing on grass-merged
person jumping over snow over snow over,person over mountain-merged
pavement attached to to door attached to door to doorstuffstuffstuffstuff,pavement-merged attached to door-stuff
floor----merged pavementged pavementged pavementged pavementged,person standing on pavement-merged
person looking at elephant elephant elephant elephant elephant elephant,person looking at elephant
person leaning to wall wall wall wall wall-otherotherothermermermer,person standing on wall-other-merged
person running on sand on sand,person running on sand
elephant looking at elephant at elephant,horse in front of horse
person playing skateboardboardboardboardboardboardboardboardboardboardboard,person riding skateboard
person leaning on wall beside wall-otherotherotherotherothermermermer,person attached to wall-other-merged
person walking on road on road,person walking on road
person looking at person at person,person over person
person holding handbagbagbagbagbagbagbagbagbag,person holding handbag
person standing on skis skisisisis,person standing on skis
person standing on sand,person standing on sand
tree-tree-gedgedgedgedgedosingosingosingosingosingosing,tree-merged attached to grass-merged
suitcase attached to building beside building beside building-otherotherotherotherother,suitcase in front of building-other-merged
person wearing skis on snowboard,person playing skis
person standing on dirt pavement beside-other-mergedgedgedgedged,person standing on dirt-merged
sky-other----mer- over grass over-merged,sky-other-merged over grass-merged
elephant looking at at elephant at elephant,elephant looking at elephant
orange holding hot dog dog dog dog dog dog dog dog dog dog dog dog,banana attached to banana
person sitting on floor on floor beside-otherotherotherothermermermer,person leaning on building-other-merged
sky-other----mer- over- pavement over-mer,sky-other-merged over pavement-merged
dog beside dog beside,dog playing with dog
person holding teddy bear bear bear bear bear bear,person holding orange
person looking at person person,person beside person
sky-other-----mer-mer-mer-mer,sky-other-merged over person
sky-other---mer-ged-ged-mer-mer,sky-other-merged over road
person carrying handbagbagbagbagbagbagbagbagbag,person carrying handbag
platform attached to platform beside platform beside platform beside platform,wall-other-merged enclosing pavement-merged
elephant standing on grass on grass-mermermermergedgedged,cow walking on grass-merged
person standing on skisboardboardboardboardboardboardboard,person on skis
person looking at road at,person parked on road
